Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
240,50,3,1.551197292997155,9.075779878580487,1,3,3,0,4,0,7,2,2,0,0,6,4,65,60,1,1,12,13,2,0.0,3,4,1,4,0,3,3,9.695359714832659,6,0.0,25.317977802344327,27.110883423451916,1,4,1,0,6.682108597449809,26.248809496813376,0,7.304515946460155,0,0,1,1,3,1,3,7,6,1,2,5,61.0,3,1,220,5,5,2,0.0,11.832159566199232,0.0,0,0.0,0,0,4,2010,8,4,11.635143097694478
241,20,1,1.6156234211948597,9.104979856318357,1,3,3,0,4,0,21,2,2,0,2,8,5,2,2,1,1,12,13,3,6.0,2,4,2,2,4,0,2,32.83291031876401,6,0.0,22.090722034374522,39.57271787481876,1,0,1,4,7.356279876550748,0.0,0,7.356279876550748,1,0,2,0,3,1,2,7,6,0,3,1,2.0,2,2,750,5,5,2,12.0,12.96148139681572,0.0,0,0.0,0,0,4,2010,8,4,12.478006361013815
242,30,4,1.5066301902946675,8.263590432617319,1,3,3,0,4,0,17,2,2,0,2,5,9,62,10,1,1,12,13,2,0.0,3,2,1,4,4,3,0,18.138357147217054,6,0.0,18.894443627691185,26.19160170741759,1,2,1,4,6.763884908562435,0.0,0,6.763884908562435,0,0,1,0,2,1,2,4,6,0,3,6,0.0,1,0,0,3,3,2,7.615773105863909,6.48074069840786,0.0,0,0.0,0,0,8,2007,8,4,11.612770799939945
243,50,4,1.584625818705653,8.517193191416238,1,3,3,0,0,0,17,2,2,0,0,5,4,106,56,1,1,13,14,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,23.2379000772445,23.2379000772445,1,2,0,0,6.790097235513905,23.473389188611005,0,7.272398392570047,0,0,1,0,3,1,3,6,6,0,3,1,66.0,3,1,352,1,5,2,0.0,0.0,8.774964387392123,0,0.0,0,0,4,2006,8,4,11.27720313144916
244,160,3,1.6156234211948597,9.283776690049365,1,3,3,0,0,0,20,2,2,4,5,6,6,29,29,1,1,9,10,2,0.0,3,4,1,2,4,3,6,0.0,6,0.0,25.019992006393608,25.019992006393608,1,4,1,4,6.439350371100098,24.310491562286437,0,7.104144092987527,0,0,1,1,3,1,3,6,6,1,5,1,29.0,2,1,288,5,5,2,0.0,5.291502622129181,0.0,0,0.0,0,0,4,2009,8,4,11.695247021764184
245,60,3,1.6007244024062175,9.091556835986216,1,0,3,0,4,0,20,2,2,0,5,7,5,16,8,1,1,12,13,2,0.0,2,4,2,2,4,3,2,26.362852652928137,6,0.0,15.905973720586866,30.789608636681304,1,0,1,4,7.108244139731541,29.79932885150268,0,7.6544432264701125,1,0,2,1,3,1,2,8,6,2,1,1,16.0,2,2,463,5,5,2,0.0,11.40175425099138,0.0,0,0.0,0,0,5,2010,8,4,12.230765258120545
246,20,3,1.6272506099369242,9.249561085129464,1,3,3,0,4,0,14,2,2,0,2,7,5,18,18,1,1,13,14,1,10.099504938362077,3,4,1,2,4,0,2,30.479501308256342,6,0.0,30.265491900843113,42.95346318982906,1,2,1,4,7.534762657037537,0.0,0,7.534762657037537,0,1,2,0,3,1,3,6,6,1,5,1,18.0,0,2,604,5,5,2,14.035668847618199,6.244997998398398,0.0,0,0.0,0,0,6,2006,8,4,12.394624752074764
247,190,4,1.6007244024062175,9.12063445889169,1,3,3,0,4,0,17,2,2,1,5,6,8,96,56,1,1,0,0,2,0.0,3,1,4,1,4,3,6,0.0,6,0.0,31.937438845342623,31.937438845342623,1,2,0,2,6.811244378601294,31.937438845342623,0,7.564238475170491,0,0,2,0,4,2,1,9,6,0,3,5,96.0,3,1,440,4,4,2,0.0,7.745966692414834,10.583005244258363,0,0.0,0,0,4,2006,8,4,11.827736204810263
248,20,3,1.6156234211948597,9.333442569110167,1,3,3,0,4,0,12,2,2,0,2,6,5,52,52,3,1,13,3,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,36.9729630946723,36.9729630946723,1,0,1,4,7.226209010100671,0.0,0,7.226209010100671,0,0,1,0,2,1,3,5,6,1,5,1,52.0,3,2,451,5,5,2,0.0,5.477225575051661,0.0,0,0.0,0,0,6,2006,8,4,11.84939770159144
249,60,3,1.6083119076007948,9.334061298965942,1,3,3,0,4,0,5,2,2,0,5,7,5,4,4,1,1,12,13,1,10.04987562112089,2,4,2,2,4,3,6,0.0,6,0.0,28.982753492378876,28.982753492378876,1,0,1,4,6.733401891837359,28.77498913987632,0,7.419380582918692,0,0,2,1,3,1,2,8,6,0,3,1,4.0,2,2,500,5,5,2,12.0,8.246211251235321,0.0,0,0.0,0,0,9,2007,8,4,12.100712129872347
250,50,3,1.6007244024062175,11.976659481202368,1,1,2,0,1,2,4,2,2,0,0,6,7,49,1,1,1,13,6,0,21.72556098240043,2,4,1,2,4,1,5,26.40075756488817,6,0.0,27.331300737432898,38.0,1,2,1,4,7.275172319452771,26.457513110645905,0,7.670428522190693,0,1,2,0,4,1,2,7,6,2,5,1,49.0,0,2,389,5,5,2,0.0,9.899494936611665,0.0,0,0.0,0,500,6,2007,8,4,12.531772785169476
251,30,3,1.5608947941283693,8.584851839890053,1,0,3,0,4,0,3,2,2,0,2,3,2,70,44,1,1,13,10,2,0.0,3,3,1,4,4,3,6,0.0,6,0.0,26.981475126464083,26.981475126464083,1,0,1,4,7.174724309836376,0.0,0,7.174724309836376,0,0,1,0,3,1,1,6,4,0,3,6,0.0,1,0,0,3,3,2,16.217274740226856,0.0,0.0,0,0.0,0,450,5,2010,8,4,11.245046019814627
252,120,4,1.522670216302517,8.465899897028686,1,0,1,0,4,1,6,2,2,4,2,8,5,1,0,3,1,12,13,3,21.93171219946131,2,4,2,2,4,1,2,39.66106403010388,6,0.0,0.0,39.66106403010388,1,0,1,4,7.393263094763838,0.0,0,7.393263094763838,1,1,2,0,2,1,2,5,6,1,2,1,1.0,0,2,538,5,5,2,11.090536506409418,0.0,0.0,0,12.36931687685298,0,0,12,2007,8,3,12.367340793126296
253,60,3,1.590138004527852,9.031931152002144,1,0,3,0,4,0,20,2,2,0,5,6,5,4,4,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,28.24889378365107,28.24889378365107,1,0,1,4,6.682108597449809,29.017236257093817,0,7.402451520818244,0,0,2,1,3,1,2,6,6,0,3,1,4.0,2,2,520,5,5,2,11.74734012447073,6.708203932499369,0.0,0,0.0,0,0,12,2008,8,4,12.061046873479915
254,80,3,1.6382488834516562,9.143131622282732,1,3,3,0,4,0,12,2,2,0,7,6,7,43,16,3,1,6,6,1,10.392304845413264,3,4,1,2,4,1,3,16.431676725154983,0,24.08318915758459,21.2602916254693,36.08323710533743,1,0,1,4,7.171656822768514,0.0,0,7.171656822768514,0,1,2,0,3,1,2,7,2,0,3,1,43.0,2,1,309,5,5,2,18.24828759089466,0.0,0.0,0,0.0,0,0,10,2007,1,4,11.970350312009105
255,20,3,1.6032856051269204,9.035986984831405,1,3,3,0,4,0,12,2,2,0,2,5,6,53,53,1,1,8,8,2,0.0,3,2,1,4,4,3,5,30.364452901377952,6,0.0,19.79898987322333,36.24913792078372,1,4,1,4,7.1808311990445555,0.0,0,7.1808311990445555,1,0,1,0,3,1,3,5,6,0,3,1,53.0,2,1,294,5,5,2,15.811388300841896,0.0,0.0,0,0.0,0,0,6,2010,8,4,11.884489021402711
256,60,3,1.5928377813306158,9.075436609511382,1,0,3,0,4,0,8,2,2,0,5,7,5,7,7,1,1,12,13,1,17.378147196982766,2,4,2,2,4,3,6,0.0,6,0.0,31.22498999199199,31.22498999199199,1,0,1,4,6.912742820493176,35.86084215408221,0,7.736743682453495,0,0,2,1,4,1,2,8,6,1,5,3,7.0,0,2,429,5,5,2,13.856406460551018,0.0,0.0,0,0.0,0,0,2,2006,8,4,12.345834587905333
257,60,1,1.5874010519681994,9.081483749851179,1,0,3,0,4,0,21,2,2,0,5,6,5,5,5,1,1,12,13,2,0.0,2,4,2,2,4,3,5,22.427661492005804,6,0.0,19.0,29.393876913398138,1,0,1,4,6.761572768804055,29.393876913398138,0,7.454719949364001,0,0,2,1,3,1,2,7,6,0,3,1,5.0,2,2,673,5,5,2,14.696938456699069,7.483314773547883,0.0,0,0.0,0,0,5,2008,8,4,12.24288661865289
258,20,3,1.5981299899944055,9.084096645401932,1,3,3,0,4,0,5,2,2,0,2,7,5,3,3,1,1,12,13,3,13.416407864998739,2,4,2,2,4,3,2,36.52396473549935,6,0.0,16.431676725154983,40.049968789001575,1,0,1,4,7.38025578842646,0.0,0,7.38025578842646,1,0,2,1,3,1,2,8,6,1,2,1,3.0,2,2,660,5,5,2,11.090536506409418,10.488088481701515,0.0,0,0.0,0,0,3,2009,8,0,12.301382825334498
259,60,3,1.6272506099369242,9.428270356237505,1,3,3,0,4,0,5,2,2,0,5,7,5,7,7,1,1,12,13,1,13.114877048604,2,4,2,2,4,3,2,19.0,6,0.0,24.535688292770594,31.0322412983658,1,0,1,4,6.870053411798126,28.792360097775937,0,7.491087593534876,0,0,2,1,3,1,2,7,6,1,5,1,7.0,2,2,564,5,5,2,0.0,9.797958971132712,0.0,245,0.0,0,0,5,2008,8,4,12.352335152508426
260,20,4,1.6032856051269204,9.44951474036292,1,3,3,0,4,0,17,2,2,0,2,5,5,52,52,1,1,3,3,2,0.0,3,4,2,3,2,4,4,0.0,4,0.0,0.0,0.0,1,2,1,0,6.782192056006791,0.0,0,6.782192056006791,0,0,1,0,2,1,3,4,6,0,3,5,52.0,3,1,308,5,5,2,0.0,6.708203932499369,0.0,0,0.0,0,0,12,2008,8,4,11.48246625748552
261,80,3,1.7022374401561589,9.867653099526912,1,3,3,0,0,0,12,0,2,0,7,6,5,47,47,1,1,13,14,1,19.974984355438178,3,4,1,4,4,1,5,25.92296279363144,0,26.267851073127396,0.0,36.90528417449187,1,4,1,4,7.231287004327616,0.0,0,7.231287004327616,1,0,1,0,3,1,3,6,6,1,5,1,18.0,3,2,884,5,5,2,0.0,0.0,15.874507866387544,0,0.0,0,0,5,2009,8,4,12.078239274020289
262,60,3,1.6007244024062175,9.168267595554275,1,0,3,0,4,0,5,2,2,0,5,8,5,0,0,1,1,5,5,3,16.431676725154983,2,4,2,0,4,3,6,0.0,6,0.0,38.49675310984031,38.49675310984031,1,0,1,4,7.301147805856032,33.04542328371661,0,7.853216388156072,0,0,2,1,3,1,0,10,6,1,2,3,0.0,0,3,868,5,5,2,0.0,12.165525060596439,0.0,0,0.0,0,0,11,2007,6,5,12.528156144699286
263,80,3,1.6445747962387882,9.044403844431551,1,0,3,0,0,0,19,2,2,0,7,6,7,29,11,1,1,6,10,1,6.782329983125268,3,4,1,2,1,0,0,22.494443758403985,6,0.0,0.0,22.494443758403985,1,4,1,4,7.10002716662926,0.0,0,7.10002716662926,1,0,1,0,3,1,3,6,6,1,5,1,28.0,3,2,492,5,5,2,17.08800749063506,3.4641016151377544,0.0,0,0.0,0,0,7,2006,8,4,11.925035115797062
264,50,4,1.544452104946379,8.612503371220562,1,3,3,0,0,0,17,2,2,0,0,5,7,81,9,1,1,13,14,2,0.0,3,4,0,4,4,3,3,15.297058540778355,0,26.30589287593181,0.0,30.430248109405877,1,4,1,4,6.8308742346461795,0.0,390,7.182352111885263,1,0,1,0,3,1,3,6,6,0,3,5,36.0,3,2,484,5,5,2,0.0,0.0,0.0,0,0.0,0,0,4,2010,8,4,11.77528972943772
265,30,4,1.4592328029610848,8.562548893137034,1,2,0,0,4,0,17,0,2,0,2,5,5,83,4,1,1,13,14,2,0.0,3,4,0,1,4,3,6,0.0,6,0.0,26.076809620810597,26.076809620810597,1,2,0,2,6.638567789166521,0.0,0,6.638567789166521,0,0,1,0,2,1,3,4,6,0,3,5,43.0,3,2,504,5,5,0,0.0,0.0,0.0,0,0.0,0,0,6,2008,8,4,11.198214720130528
266,20,3,1.6226794404526244,9.400133943608838,1,0,3,0,4,0,14,2,2,0,2,6,6,27,27,1,1,8,8,1,14.491376746189438,3,2,1,2,4,3,2,24.24871130596428,3,15.0996688705415,24.61706725018234,37.70941526992961,1,4,1,4,7.259819610363186,0.0,0,7.259819610363186,0,0,2,0,3,1,2,7,6,1,5,1,27.0,0,2,576,5,5,2,16.61324772583615,0.0,0.0,0,0.0,0,0,6,2008,8,4,12.075394321888057
267,60,3,1.6032856051269204,9.324293862052029,1,0,1,0,2,0,8,2,2,0,5,6,5,9,9,1,1,12,13,2,0.0,3,4,2,2,4,0,2,26.720778431774775,6,0.0,9.38083151964686,28.319604517012593,1,2,1,4,6.687108607866515,26.627053911388696,0,7.32052696227274,1,0,2,1,3,1,3,8,6,1,5,1,9.0,0,2,413,5,5,2,9.746794344808963,8.660254037844387,0.0,0,0.0,0,0,6,2006,8,4,12.128111104060462
268,75,3,1.5760586001492374,9.035986984831405,1,3,0,0,4,1,18,2,2,0,3,5,8,69,11,1,1,13,14,2,0.0,3,4,2,4,4,3,3,19.44222209522358,6,0.0,18.49324200890693,26.832815729997478,1,0,1,4,6.9584483932976555,26.832815729997478,420,7.692569648067906,0,0,2,1,4,1,2,8,6,1,2,5,69.0,3,1,240,5,5,2,16.186414056238647,4.898979485566356,0.0,0,0.0,0,0,7,2008,8,4,12.097930486910471
269,30,4,1.6058144886858523,8.83927669058535,1,3,3,0,4,0,9,2,2,0,2,5,6,68,53,1,1,12,13,2,0.0,3,4,1,4,4,3,0,20.074859899884732,5,11.180339887498949,14.560219778561036,27.202941017470888,1,0,1,4,6.656726524178391,0.0,0,6.656726524178391,0,0,1,0,2,1,3,4,6,1,2,5,42.0,0,1,924,0,0,2,0.0,5.0,0.0,0,0.0,0,0,2,2008,8,4,11.699405031912846
270,20,3,1.6007244024062175,8.976767625171433,1,0,3,0,0,0,7,2,2,0,2,6,7,31,31,3,1,6,6,1,13.19090595827292,3,2,1,4,1,3,1,27.40437921208944,6,0.0,19.79898987322333,33.80828300875393,1,4,1,4,7.014814351275545,0.0,0,7.014814351275545,1,0,1,1,3,1,3,6,6,1,1,1,20.0,2,1,504,5,2,2,19.235384061671343,5.477225575051661,0.0,0,0.0,0,0,5,2007,8,4,11.904967552746252
271,60,1,1.6360961005932173,9.280612424961515,1,3,3,0,4,0,21,2,2,0,5,8,5,0,0,1,1,12,13,2,0.0,2,4,2,2,4,2,6,0.0,6,0.0,33.090784215548595,33.090784215548595,1,2,1,4,6.9985096422506015,29.0516780926679,0,7.569927655242652,0,0,2,1,3,1,2,8,6,1,2,1,0.0,2,3,1053,5,5,2,13.856406460551018,7.14142842854285,0.0,0,0.0,0,0,8,2006,6,5,12.491251587763836
272,20,3,1.610778682311281,10.573980042531268,1,0,2,0,1,2,4,2,2,0,2,7,7,54,3,0,2,9,10,2,0.0,3,4,1,2,4,1,3,15.033296378372908,2,32.60368077380221,9.797958971132712,37.21558813185679,1,0,1,4,7.217443431696533,0.0,0,7.217443431696533,1,0,1,0,2,1,3,5,4,2,5,1,54.0,3,2,439,5,5,2,9.0,0.0,0.0,0,0.0,0,0,4,2008,8,4,12.394624752074764
273,60,3,1.65271758290573,9.372799299673886,1,0,3,0,1,0,15,2,2,0,5,8,7,11,3,1,1,12,13,1,18.65475810617763,2,4,2,2,4,3,2,22.891046284519195,6,0.0,25.059928172283335,33.94112549695428,1,0,1,4,7.059617628291383,33.25657829663178,0,7.727535110475448,0,0,2,1,4,1,2,9,6,1,2,1,11.0,0,3,671,5,5,2,11.489125293076057,7.54983443527075,0.0,0,0.0,0,0,4,2010,8,4,12.577636201962656
274,20,3,1.6272506099369242,9.169518377455928,1,3,3,0,4,0,12,1,2,0,2,6,6,51,21,3,1,13,14,0,13.527749258468683,3,4,1,4,4,3,5,24.899799195977465,3,24.899799195977465,0.0,35.21363372331802,1,2,1,4,7.397561535524052,0.0,0,7.397561535524052,1,0,2,0,3,1,3,6,2,1,2,1,51.0,2,1,338,5,5,2,17.0,0.0,0.0,0,0.0,0,0,4,2009,8,4,11.842229212112828
275,20,3,1.6180028715138242,9.025696119812583,1,3,3,0,0,0,11,2,2,0,2,5,7,25,25,1,1,6,7,2,0.0,3,4,1,4,4,1,0,23.366642891095847,6,0.0,16.431676725154983,28.5657137141714,1,4,1,4,6.704414354964107,0.0,0,6.704414354964107,0,0,1,0,2,1,3,5,6,0,3,1,25.0,3,1,264,5,5,2,12.96148139681572,0.0,0.0,0,0.0,0,0,6,2007,8,4,11.732060994886899
276,50,3,1.5608947941283693,8.890685920281129,1,3,3,0,4,0,3,2,2,0,0,7,7,84,2,1,1,13,14,2,0.0,2,2,0,4,4,3,6,0.0,6,0.0,30.854497241083024,30.854497241083024,2,2,0,4,6.858565034791365,24.413111231467404,0,7.344719054149673,0,0,2,1,3,1,0,5,6,0,3,5,31.0,3,2,672,5,5,2,8.602325267042627,0.0,0.0,0,12.0,0,0,10,2009,8,4,12.230765258120545
277,20,3,1.715971094179557,9.126523885883072,1,0,3,0,4,0,11,2,2,0,2,7,5,7,7,1,1,12,13,2,0.0,2,4,2,0,4,3,6,0.0,6,0.0,39.496835316262995,39.496835316262995,1,0,1,4,7.352441100243583,0.0,0,7.352441100243583,0,0,2,0,3,1,2,7,6,0,3,1,7.0,0,2,573,5,5,2,10.0,12.24744871391589,0.0,0,0.0,0,0,4,2010,8,4,12.211060187041213
278,20,3,1.7316442320431746,9.859431166339208,1,3,3,0,0,0,8,2,2,0,2,4,5,59,59,1,1,12,13,2,0.0,3,4,1,4,4,3,3,10.954451150103322,6,0.0,27.27636339397171,29.393876913398138,1,0,1,4,6.761572768804055,0.0,0,6.761572768804055,0,0,1,0,2,1,3,4,6,0,3,5,59.0,3,2,400,5,5,2,0.0,0.0,0.0,0,0.0,0,0,6,2010,8,4,11.856515169360305
279,20,3,1.6806879503128096,9.578449693540579,1,3,3,0,4,0,16,2,2,0,2,9,5,1,0,1,1,5,5,1,17.74823934929885,0,4,2,0,4,1,6,0.0,6,0.0,46.05431575867782,46.05431575867782,1,0,1,4,7.659642954564682,0.0,0,7.659642954564682,0,0,2,1,3,1,0,8,6,1,0,1,0.0,0,3,732,5,5,2,11.135528725660043,9.899494936611665,0.0,0,11.916375287812984,0,0,5,2007,6,5,12.936751613811438
280,60,3,1.6339204152187479,9.210840247017833,1,3,3,0,4,0,4,2,2,0,5,7,5,31,31,3,1,9,10,1,17.291616465790582,3,4,1,2,4,3,1,19.79898987322333,6,0.0,27.712812921102035,34.058772731852805,1,0,1,4,7.052721049232323,29.427877939124322,0,7.611842399580417,0,0,2,1,4,1,3,8,6,1,5,1,31.0,0,2,505,5,5,2,16.97056274847714,10.816653826391969,0.0,0,0.0,0,0,3,2008,8,4,12.165250651009918
281,60,3,1.6317213032934124,9.331406899955626,1,3,3,0,4,0,20,2,2,0,5,7,6,18,18,1,1,9,10,1,18.439088914585774,2,4,1,2,4,0,2,20.518284528683193,6,0.0,19.6468827043885,28.407745422683583,1,2,1,4,7.069023426578259,28.407745422683583,0,7.591861714889934,0,0,2,1,3,1,2,7,6,1,5,1,18.0,0,2,575,5,5,2,0.0,9.16515138991168,0.0,196,0.0,0,0,1,2007,8,4,12.339291489316397
282,20,1,1.5760586001492374,8.881836305004146,1,3,3,0,4,0,21,2,2,0,2,6,5,0,0,1,1,12,13,3,8.246211251235321,2,4,2,2,4,3,2,30.083217912982647,6,0.0,18.894443627691185,35.52463933666322,1,2,1,4,7.140453043101158,0.0,0,7.140453043101158,0,0,2,0,2,1,2,5,6,0,3,1,0.0,0,2,572,5,5,2,0.0,10.954451150103322,0.0,0,0.0,0,0,5,2006,6,5,12.128111104060462
283,120,3,1.4796681446837607,8.529714471969909,1,3,3,0,4,0,16,2,2,3,2,7,5,2,1,1,1,12,13,3,12.884098726725126,2,4,2,2,4,3,2,30.066592756745816,6,0.0,20.248456731316587,36.24913792078372,1,0,1,4,7.1808311990445555,0.0,0,7.1808311990445555,1,0,2,0,2,1,2,6,6,1,2,1,1.0,2,2,626,5,5,2,13.114877048604,7.874007874011811,0.0,0,0.0,0,0,4,2009,5,4,12.24288661865289
284,20,3,1.613215600983197,9.17076759685636,1,3,3,0,4,0,21,1,2,0,2,8,5,1,0,1,1,12,13,3,8.48528137423857,2,4,2,2,4,3,6,0.0,6,0.0,38.31448812133603,38.31448812133603,1,0,1,4,7.291656209174461,0.0,0,7.291656209174461,0,0,2,0,3,1,2,6,6,1,2,1,1.0,0,3,898,5,5,2,14.491376746189438,12.24744871391589,0.0,0,0.0,0,0,12,2009,6,5,12.407379502235209
285,120,3,1.544452104946379,8.988695696785708,1,3,3,0,4,0,20,2,2,4,2,6,5,15,15,1,1,9,7,2,0.0,2,4,2,2,4,3,2,20.73644135332772,6,0.0,33.83784863137726,39.68626966596886,1,2,1,4,7.362010551259734,0.0,0,7.362010551259734,1,0,2,0,2,1,2,5,6,0,3,1,15.0,2,2,529,5,5,2,0.0,0.0,7.211102550927978,0,0.0,0,0,7,2007,8,4,12.096257779522967
286,160,1,1.4844415983612418,8.35490952835879,1,0,3,0,4,0,21,2,2,4,5,7,5,1,0,1,1,8,8,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,25.0,25.0,1,0,1,4,6.437751649736401,25.0,0,7.1308988302963465,0,0,2,1,2,1,2,5,6,0,3,5,1.0,2,2,528,5,5,2,0.0,7.3484692283495345,0.0,0,0.0,0,0,6,2007,6,5,12.011880916165731
287,50,3,1.62035465297284,9.188708071849069,1,0,0,0,4,0,12,2,2,0,0,6,7,44,25,1,1,13,14,2,0.0,3,4,1,4,4,3,5,24.49489742783178,6,0.0,17.663521732655695,30.199337741083,1,4,1,4,6.98933526597456,25.475478405713993,0,7.458186157340487,0,0,1,1,3,1,2,7,6,1,2,1,44.0,2,2,440,5,5,2,0.0,0.0,0.0,0,11.313708498984761,0,0,6,2006,8,4,11.976659481202368
288,20,3,1.6007244024062175,9.002701007197938,1,0,3,0,0,0,12,2,2,0,2,4,4,35,35,1,1,6,6,2,0.0,3,4,1,4,4,3,1,24.779023386727733,6,0.0,15.620499351813308,29.29163703175362,1,4,1,4,6.754604099487962,0.0,0,6.754604099487962,0,0,1,0,3,1,3,5,6,0,3,6,0.0,1,0,0,3,3,2,0.0,0.0,0.0,0,0.0,0,0,6,2006,8,4,11.385092093460344
289,20,3,1.6007244024062175,9.19207456316929,1,0,3,0,4,0,19,2,2,0,2,5,5,43,43,1,1,8,8,1,5.5677643628300215,3,2,1,4,4,3,1,21.213203435596427,6,0.0,20.784609690826528,29.698484809834994,1,4,1,4,6.802394763324311,0.0,0,6.802394763324311,0,0,1,0,3,1,3,5,6,0,3,5,40.0,3,1,280,5,5,2,0.0,0.0,0.0,0,0.0,0,0,2,2010,8,4,11.711776323715394
290,70,3,1.5760586001492374,9.074520648833648,1,3,3,0,4,0,3,6,2,0,5,6,7,92,4,1,1,13,14,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,26.419689627245813,26.419689627245813,1,0,1,0,6.548219102762372,26.419689627245813,0,7.241366283322318,0,0,1,0,3,1,3,7,6,0,3,5,4.0,3,1,384,5,5,2,0.0,0.0,0.0,0,16.09347693943108,0,0,7,2007,8,4,11.941944326032129
291,60,3,1.7022374401561589,9.655731072956666,1,3,3,0,4,0,5,2,2,0,5,8,5,0,0,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0.0,6,0.0,32.848135411313685,32.848135411313685,1,0,1,4,6.983789965258135,28.982753492378876,0,7.5595594960077,0,0,2,1,3,1,2,8,6,1,2,1,0.0,2,2,685,2,5,2,0.0,7.14142842854285,0.0,0,0.0,0,0,7,2006,6,5,12.359780370124389
292,190,3,1.5608947941283693,8.645938147306799,1,3,0,0,4,0,18,2,2,1,5,5,6,96,8,1,1,12,13,2,0.0,3,1,2,4,0,3,5,14.491376746189438,6,0.0,23.874672772626646,27.92848008753788,1,0,0,4,6.841615476477592,27.92848008753788,0,7.447751280047908,1,0,2,0,6,1,1,9,6,0,3,6,0.0,1,0,0,3,3,0,0.0,13.564659966250536,0.0,0,0.0,0,0,3,2008,8,4,11.819674600139235
293,50,3,1.5760586001492374,9.34215779659637,1,3,3,0,4,0,7,2,2,0,0,5,4,60,1,1,1,13,14,2,0.0,3,4,1,4,4,3,3,17.08800749063506,6,0.0,21.817424229271428,27.712812921102035,1,2,1,4,7.045776576879511,23.83275057562597,0,7.447751280047908,0,0,1,1,3,1,3,8,3,1,2,1,60.0,3,1,281,5,5,2,0.0,0.0,0.0,0,12.649110640673518,0,0,1,2009,8,4,11.782952602183288
294,60,3,1.6007244024062175,9.720705889909716,1,0,3,0,0,0,14,3,2,0,5,7,7,29,12,1,1,9,10,1,5.830951894845301,3,4,1,4,4,3,0,28.19574435974337,6,0.0,0.0,28.19574435974337,1,1,1,4,7.291656209174461,28.19574435974337,0,7.724446645633537,1,0,2,1,3,1,2,9,6,1,5,1,29.0,0,2,539,5,5,2,0.0,15.811388300841896,0.0,0,0.0,0,0,3,2006,8,4,12.367340793126296
295,20,3,1.6272506099369242,9.169518377455928,1,3,3,0,4,0,12,2,2,0,2,6,5,56,56,3,1,6,6,3,15.427248620541512,3,4,1,4,4,3,2,35.84689665786984,6,0.0,11.445523142259598,37.62977544445356,1,4,1,4,7.404887575616125,0.0,0,7.404887575616125,1,0,1,0,3,1,3,7,6,2,2,1,56.0,0,2,418,5,5,2,10.488088481701515,0.0,0.0,0,0.0,0,0,10,2009,8,4,12.025749091398891
296,80,3,1.493635530417686,8.979290649090876,1,0,3,0,1,0,11,2,2,0,7,6,6,22,22,1,1,6,6,2,0.0,3,4,1,4,4,0,2,28.61817604250837,6,0.0,13.564659966250536,31.670175244226233,1,4,1,4,6.910750787961936,0.0,0,6.910750787961936,1,0,1,0,3,1,3,6,6,0,3,5,22.0,3,2,588,5,5,2,10.954451150103322,0.0,0.0,0,0.0,0,0,3,2006,8,4,11.867097278690842
297,50,4,1.6156234211948597,9.52588077255636,1,3,3,0,4,0,9,2,2,0,0,5,5,57,57,1,1,13,14,2,0.0,3,4,1,4,4,3,1,20.493901531919196,6,0.0,22.135943621178654,30.166206257996713,1,4,1,0,6.813444599510896,25.45584412271571,0,7.351158226430694,0,0,1,1,4,1,3,6,6,0,3,1,57.0,3,1,282,5,5,2,17.0,0.0,0.0,0,0.0,0,0,6,2007,8,4,11.931635799828413
298,60,1,1.5928377813306158,8.90910013492555,1,0,3,0,4,0,21,2,2,0,5,7,5,10,9,3,1,12,13,1,40.0,2,4,2,2,4,3,1,25.475478405713993,6,0.0,18.05547008526779,31.22498999199199,1,0,1,4,6.882437470997847,31.22498999199199,0,7.575584651557793,0,0,2,1,3,1,2,7,6,1,5,5,10.0,2,2,576,5,5,2,0.0,3.1622776601683795,0.0,0,14.071247279470288,0,0,6,2007,8,4,12.384218830913648
